,Sentence,Gender,Race,Emotion,ID,Library,Positive,Neutral,Negative,Compound
7597,The conversation with Lamar was amazing.,male,African-American,joy,wMcpIiQMpOl,,,,,
7598,The conversation with Lamar was wonderful.,male,African-American,joy,QrTP36Zrpae,,,,,
7599,The conversation with Lamar was great.,male,African-American,joy,QMcqI5wepae,,,,,
7600,The conversation with Malik was irritating.,male,African-American,anger,wlTqNVZrxae,,,,,
7601,The conversation with Malik was vexing.,male,African-American,anger,JM9pNGJMqdl,,,,,
7602,The conversation with Malik was outrageous.,male,African-American,anger,Qecp38QlxaM,,,,,
7603,The conversation with Malik was annoying.,male,African-American,anger,QM9P39JlPde,,,,,
7604,The conversation with Malik was displeasing.,male,African-American,anger,JMLPNnZeqOl,,,,,
7605,The conversation with Malik was depressing.,male,African-American,sadness,JM9xNNQlPaM,,,,,
7606,The conversation with Malik was serious.,male,African-American,sadness,ZlTpIpQepdr,,,,,
7607,The conversation with Malik was grim.,male,African-American,sadness,Qe9PImWePie,,,,,
7608,The conversation with Malik was heartbreaking.,male,African-American,sadness,ZMTp3EDeqdM,,,,,
7609,The conversation with Malik was gloomy.,male,African-American,sadness,wecqN_2epdM,,,,,
7610,The conversation with Malik was horrible.,male,African-American,fear,wlcqIlWMqdr,,,,,
7611,The conversation with Malik was threatening.,male,African-American,fear,ZrTPIwDepaM,,,,,
7612,The conversation with Malik was terrifying.,male,African-American,fear,JMLp3W2rxil,,,,,
7613,The conversation with Malik was shocking.,male,African-American,fear,QMcPSdWeqil,,,,,
7614,The conversation with Malik was dreadful.,male,African-American,fear,Jlcq3CWepie,,,,,
7615,The conversation with Malik was funny.,male,African-American,joy,JeTx35WMxie,,,,,
7616,The conversation with Malik was hilarious.,male,African-American,joy,ZMTpI4DrxOe,,,,,
7617,The conversation with Malik was amazing.,male,African-American,joy,wlcPIjWlqOe,,,,,
7618,The conversation with Malik was wonderful.,male,African-American,joy,QMTqN7sexdr,,,,,
7619,The conversation with Malik was great.,male,African-American,joy,QlLpI9Weqdl,,,,,
7620,The conversation with Terrence was irritating.,male,African-American,anger,JMcP3ksMPae,,,,,
7621,The conversation with Terrence was vexing.,male,African-American,anger,Qe9pS3DrPdM,,,,,
7622,The conversation with Terrence was outrageous.,male,African-American,anger,JlTPIPDrPOM,,,,,
7623,The conversation with Terrence was annoying.,male,African-American,anger,weLqNUaMpOl,,,,,
7624,The conversation with Terrence was displeasing.,male,African-American,anger,Ql9PNEdrqiM,,,,,
7625,The conversation with Terrence was depressing.,male,African-American,sadness,ZMLp3_irxdM,,,,,
7626,The conversation with Terrence was serious.,male,African-American,sadness,QeTpIMiepie,,,,,
7627,The conversation with Terrence was grim.,male,African-American,sadness,JrcpNZirxie,,,,,
7628,The conversation with Terrence was heartbreaking.,male,African-American,sadness,JMTqNDiMPil,,,,,
7629,The conversation with Terrence was gloomy.,male,African-American,sadness,JeTqNidrPaM,,,,,
7630,The conversation with Terrence was horrible.,male,African-American,fear,JeTxI6iepdl,,,,,
7631,The conversation with Terrence was threatening.,male,African-American,fear,wlLpN5arqaM,,,,,
7632,The conversation with Terrence was terrifying.,male,African-American,fear,we9qSVOMPOr,,,,,
7633,The conversation with Terrence was shocking.,male,African-American,fear,wMTxNtOeqaM,,,,,
7634,The conversation with Terrence was dreadful.,male,African-American,fear,wM9P30aePie,,,,,
7635,The conversation with Terrence was funny.,male,African-American,joy,JrTqSTiePOl,,,,,
7636,The conversation with Terrence was hilarious.,male,African-American,joy,QrTPInOexOl,,,,,
7637,The conversation with Terrence was amazing.,male,African-American,joy,Jr9qI3arxOr,,,,,
7638,The conversation with Terrence was wonderful.,male,African-American,joy,QMTxNpiePir,,,,,
7639,The conversation with Terrence was great.,male,African-American,joy,wl9PSmClPir,,,,,
7640,The conversation with Adam was irritating.,male,European,anger,wM9xNH1Mqil,,,,,
7641,The conversation with Adam was vexing.,male,European,anger,wecpIzClpir,,,,,
7642,The conversation with Adam was outrageous.,male,European,anger,Qr9xNlBrxOl,,,,,
7643,The conversation with Adam was annoying.,male,European,anger,wlLPIJ1rpiM,,,,,
7644,The conversation with Adam was displeasing.,male,European,anger,wMcqI2CMqOl,,,,,
7645,The conversation with Adam was depressing.,male,European,sadness,JeTx3dBMPdl,,,,,
7646,The conversation with Adam was serious.,male,European,sadness,QrcpIC6rxil,,,,,
7647,The conversation with Adam was grim.,male,European,sadness,wecPIRCMqal,,,,,
7648,The conversation with Adam was heartbreaking.,male,European,sadness,wlTqSA6exdM,,,,,
7649,The conversation with Adam was gloomy.,male,European,sadness,wM9pSj1rpdM,,,,,
7650,The conversation with Adam was horrible.,male,European,fear,wrLxSg1lxaM,,,,,
7651,The conversation with Adam was threatening.,male,European,fear,wecxN91rpOr,,,,,
7652,The conversation with Adam was terrifying.,male,European,fear,wMcPNk1MxaM,,,,,
7653,The conversation with Adam was shocking.,male,European,fear,JeTpI3BrPde,,,,,
7654,The conversation with Adam was dreadful.,male,European,fear,QlTPIqCrqdl,,,,,
7655,The conversation with Adam was funny.,male,European,joy,ZeLpNFvepiM,,,,,
7656,The conversation with Adam was hilarious.,male,European,joy,JlTqN-RMPOM,,,,,
7657,The conversation with Adam was amazing.,male,European,joy,weTqNfvrpaM,,,,,
7658,The conversation with Adam was wonderful.,male,European,joy,QrcpSluMPOM,,,,,
7659,The conversation with Adam was great.,male,European,joy,QlTxSJulxOr,,,,,
7660,The conversation with Harry was irritating.,male,European,anger,Jr9x3DurpiM,,,,,
7661,The conversation with Harry was vexing.,male,European,anger,wecPSdRlPOM,,,,,
7662,The conversation with Harry was outrageous.,male,European,anger,wM9PS65MPil,,,,,
7663,The conversation with Harry was annoying.,male,European,anger,wrLq3vRlpOr,,,,,
7664,The conversation with Harry was displeasing.,male,European,anger,ZrLxN45ePaM,,,,,
7665,The conversation with Harry was depressing.,male,European,sadness,weLPNtvrxOl,,,,,
7666,The conversation with Harry was serious.,male,European,sadness,Ze9qI7vlPOr,,,,,
7667,The conversation with Harry was grim.,male,European,sadness,QlTqN95ePal,,,,,
7668,The conversation with Harry was heartbreaking.,male,European,sadness,JMcqIh5lxir,,,,,
7669,The conversation with Harry was gloomy.,male,European,sadness,JlcPINvrxir,,,,,
7670,The conversation with Harry was horrible.,male,European,fear,QlTqNq5rqiM,,,,,
7671,The conversation with Harry was threatening.,male,European,fear,wMTpSU4Mxar,,,,,
7672,The conversation with Harry was terrifying.,male,European,fear,ZlTP3-Vlqdr,,,,,
7673,The conversation with Harry was shocking.,male,European,fear,Zl9q3_4eqae,,,,,
7674,The conversation with Harry was dreadful.,male,European,fear,ZrLP3eVMPae,,,,,
7675,The conversation with Harry was funny.,male,European,joy,ZeTxIZVrxar,,,,,
7676,The conversation with Harry was hilarious.,male,European,joy,ZrLxIWorxdr,,,,,
7677,The conversation with Harry was amazing.,male,European,joy,QMTqNdArqdr,,,,,
7678,The conversation with Harry was wonderful.,male,European,joy,QrTq314lpal,,,,,
7679,The conversation with Harry was great.,male,European,joy,ZMTq3vAePdM,,,,,
7680,The conversation with Josh was irritating.,male,European,anger,QeLpI44MPOe,,,,,
7681,The conversation with Josh was vexing.,male,European,anger,QMcx3yAePir,,,,,
7682,The conversation with Josh was outrageous.,male,European,anger,JecxI0orpie,,,,,
7683,The conversation with Josh was annoying.,male,European,anger,JrTqITVlxal,,,,,
7684,The conversation with Josh was displeasing.,male,European,anger,QMcPIh4rxae,,,,,
7685,The conversation with Josh was depressing.,male,European,sadness,Zr9qI3VlpdM,,,,,
7686,The conversation with Josh was serious.,male,European,sadness,QeTqIpVePal,,,,,
7687,The conversation with Josh was grim.,male,European,sadness,ZM9pImjMxal,,,,,
7688,The conversation with Josh was heartbreaking.,male,European,sadness,Je9xS-jrPir,,,,,
7689,The conversation with Josh was gloomy.,male,European,sadness,QlLxIfyrpdr,,,,,
7690,The conversation with Josh was horrible.,male,European,fear,QeLPIMyrpir,,,,,
7691,The conversation with Josh was threatening.,male,European,fear,JeTpNQteqaM,,,,,
7692,The conversation with Josh was terrifying.,male,European,fear,Ql9pNDjlxae,,,,,
7693,The conversation with Josh was shocking.,male,European,fear,QecPNOGeqOM,,,,,
7694,The conversation with Josh was dreadful.,male,European,fear,QlcqICtePir,,,,,
7695,The conversation with Josh was funny.,male,European,joy,QMLqNvjrqiM,,,,,
7696,The conversation with Josh was hilarious.,male,European,joy,Je9pIoylpar,,,,,
7697,The conversation with Josh was amazing.,male,European,joy,JeTPSGGepiM,,,,,
7698,The conversation with Josh was wonderful.,male,European,joy,QecxI8Gepie,,,,,
7699,The conversation with Josh was great.,male,European,joy,Ql9p39jlxdr,,,,,
7700,The conversation with Roger was irritating.,male,European,anger,ZlcqNKtrpir,,,,,
7701,The conversation with Roger was vexing.,male,European,anger,wr9xSSjePir,,,,,
7702,The conversation with Roger was outrageous.,male,European,anger,wecxIpyepal,,,,,
7703,The conversation with Roger was annoying.,male,European,anger,QecP3X0lPOM,,,,,
7704,The conversation with Roger was displeasing.,male,European,anger,weLx3E7rpdl,,,,,
7705,The conversation with Roger was depressing.,male,European,sadness,ZrcxNz7epdM,,,,,
7706,The conversation with Roger was serious.,male,European,sadness,QrLPNM7MPOr,,,,,
7707,The conversation with Roger was grim.,male,European,sadness,wrTqSZ0MqiM,,,,,
7708,The conversation with Roger was heartbreaking.,male,European,sadness,wlcpND0Mpil,,,,,
7709,The conversation with Roger was gloomy.,male,European,sadness,wr9xSO0rpOe,,,,,
7710,The conversation with Roger was horrible.,male,European,fear,we9pICglpae,,,,,
7711,The conversation with Roger was threatening.,male,European,fear,JecPNu0MPil,,,,,
7712,The conversation with Roger was terrifying.,male,European,fear,Qr9pSV7lqde,,,,,
7713,The conversation with Roger was shocking.,male,European,fear,ZMLPIy8rpOr,,,,,
7714,The conversation with Roger was dreadful.,male,European,fear,QeTxIg0epil,,,,,
7715,The conversation with Roger was funny.,male,European,joy,JeTPSL8lPae,,,,,
7716,The conversation with Roger was hilarious.,male,European,joy,wlTPNn8Mqir,,,,,
7717,The conversation with Roger was amazing.,male,European,joy,JMTPSNglPie,,,,,
7718,The conversation with Roger was wonderful.,male,European,joy,Ql9qIpgrPil,,,,,
7719,The conversation with Roger was great.,male,European,joy,JeLpImcexdM,,,,,
7720,The conversation with Alan was irritating.,male,European,anger,wM9xNELMpil,,,,,
7721,The conversation with Alan was vexing.,male,European,anger,wMTqSYTrpie,,,,,
7722,The conversation with Alan was outrageous.,male,European,anger,JecpSMclxal,,,,,
7723,The conversation with Alan was annoying.,male,European,anger,Jr9qNQclqal,,,,,
7724,The conversation with Alan was displeasing.,male,European,anger,ZlcpS29exdl,,,,,
7725,The conversation with Alan was depressing.,male,European,sadness,Zr9p3aTrPdM,,,,,
7726,The conversation with Alan was serious.,male,European,sadness,weLPS6cexOM,,,,,
7727,The conversation with Alan was grim.,male,European,sadness,wrLP3Rclxdr,,,,,
7728,The conversation with Alan was heartbreaking.,male,European,sadness,ZlTP3ATMqar,,,,,
7729,The conversation with Alan was gloomy.,male,European,sadness,JrLxSGTlxOM,,,,,
7730,The conversation with Alan was horrible.,male,European,fear,weLPNg9lxdr,,,,,
7731,The conversation with Alan was threatening.,male,European,fear,we9pIccrqil,,,,,
7732,The conversation with Alan was terrifying.,male,European,fear,Qrcx3h9lqdM,,,,,
7733,The conversation with Alan was shocking.,male,European,fear,JMcpSNLeqdM,,,,,
7734,The conversation with Alan was dreadful.,male,European,fear,QMTxIxcrqde,,,,,
7735,The conversation with Alan was funny.,male,European,joy,wrLxIUnMxil,,,,,
7736,The conversation with Alan was hilarious.,male,European,joy,ZM9q3bnrpdr,,,,,
7737,The conversation with Alan was amazing.,male,European,joy,ZM9xIfhMqOr,,,,,
7738,The conversation with Alan was wonderful.,male,European,joy,Zr9pSMkMpOe,,,,,
7739,The conversation with Alan was great.,male,European,joy,JrcpSQhePal,,,,,
7740,The conversation with Frank was irritating.,male,European,anger,QlcxNskrpOr,,,,,
7741,The conversation with Frank was vexing.,male,European,anger,ZMTpSinexOl,,,,,
7742,The conversation with Frank was outrageous.,male,European,anger,JlLpI6hexOl,,,,,
7743,The conversation with Frank was annoying.,male,European,anger,wMLpSRnepae,,,,,
7744,The conversation with Frank was displeasing.,male,European,anger,Zl9PSAkrPOl,,,,,
7745,The conversation with Frank was depressing.,male,European,sadness,JeTP3Ghexdr,,,,,
7746,The conversation with Frank was serious.,male,European,sadness,wecqI0nexiM,,,,,
7747,The conversation with Frank was grim.,male,European,sadness,QecpNLkepal,,,,,
7748,The conversation with Frank was heartbreaking.,male,European,sadness,Ze9xIKnrxdl,,,,,
7749,The conversation with Frank was gloomy.,male,European,sadness,QrTxSIhexOr,,,,,
7750,The conversation with Frank was horrible.,male,European,fear,QlLxNPnexaM,,,,,
7751,The conversation with Frank was threatening.,male,European,fear,wlTxSFIMqde,,,,,
7752,The conversation with Frank was terrifying.,male,European,fear,wMcq3bSrqiM,,,,,
7753,The conversation with Frank was shocking.,male,European,fear,QM9qIzNrpar,,,,,
7754,The conversation with Frank was dreadful.,male,European,fear,QMcpIlIrPOM,,,,,
7755,The conversation with Frank was funny.,male,European,joy,QlLPIw3lqdM,,,,,
7756,The conversation with Frank was hilarious.,male,European,joy,Je9qSDNMpdl,,,,,
7757,The conversation with Frank was amazing.,male,European,joy,JMTpIOIMPOl,,,,,
7758,The conversation with Frank was wonderful.,male,European,joy,wMTxSB3rqil,,,,,
7759,The conversation with Frank was great.,male,European,joy,wrTqIuIrxie,,,,,
7760,The conversation with Justin was irritating.,male,European,anger,JrLqIASePal,,,,,
7761,The conversation with Justin was vexing.,male,European,anger,wMcqSjNrpOr,,,,,
7762,The conversation with Justin was outrageous.,male,European,anger,we9xSgNepdr,,,,,
7763,The conversation with Justin was annoying.,male,European,anger,ZrTP3L3rpOl,,,,,
7764,The conversation with Justin was displeasing.,male,European,anger,JMLPSkSepde,,,,,
7765,The conversation with Justin was depressing.,male,European,sadness,wrLxINNMxOM,,,,,
7766,The conversation with Justin was serious.,male,European,sadness,JeLqIqSexde,,,,,
7767,The conversation with Justin was grim.,male,European,sadness,wl9qNmpMqdM,,,,,
7768,The conversation with Justin was heartbreaking.,male,European,sadness,wMLPSEPMqae,,,,,
7769,The conversation with Justin was gloomy.,male,European,sadness,QlTP3_qMxOe,,,,,
7770,The conversation with Justin was horrible.,male,European,fear,QecxIlqMxar,,,,,
7771,The conversation with Justin was threatening.,male,European,fear,ZeTxSZplPaM,,,,,
7772,The conversation with Justin was terrifying.,male,European,fear,Jecp3WxrPiM,,,,,
7773,The conversation with Justin was shocking.,male,European,fear,JecpNiPlPdl,,,,,
7774,The conversation with Justin was dreadful.,male,European,fear,ZeLPN6prxdM,,,,,
7775,The conversation with Justin was funny.,male,European,joy,QrLp35PMxiM,,,,,
7776,The conversation with Justin was hilarious.,male,European,joy,wecPIopePdr,,,,,
7777,The conversation with Justin was amazing.,male,European,joy,ZecqIjqePde,,,,,
7778,The conversation with Justin was wonderful.,male,European,joy,Qr9qNgqMxal,,,,,
7779,The conversation with Justin was great.,male,European,joy,Jlcq3cPMPdM,,,,,
7780,The conversation with Ryan was irritating.,male,European,anger,weLxNnxrxOM,,,,,
7781,The conversation with Ryan was vexing.,male,European,anger,QeTqISPlxde,,,,,
7782,The conversation with Ryan was outrageous.,male,European,anger,QMTqNqqMqal,,,,,
7783,The conversation with Ryan was annoying.,male,European,anger,wlTq3UFwPae,,,,,
7784,The conversation with Ryan was displeasing.,male,European,anger,wrTp3-mZpaM,,,,,
7785,The conversation with Ryan was depressing.,male,European,sadness,wMcPIYUwpar,,,,,
7786,The conversation with Ryan was serious.,male,European,sadness,JeLpNlUZPde,,,,,
7787,The conversation with Ryan was grim.,male,European,sadness,QrTxSwXZxae,,,,,
7788,The conversation with Ryan was heartbreaking.,male,European,sadness,wrTPNDFZxdl,,,,,
7789,The conversation with Ryan was gloomy.,male,European,sadness,JeLxIOXJpiM,,,,,
7790,The conversation with Ryan was horrible.,male,European,fear,wr9PS1mJpOM,,,,,
7791,The conversation with Ryan was threatening.,male,European,fear,Qr9xIumZqOM,,,,,
7792,The conversation with Ryan was terrifying.,male,European,fear,wMLqN4mQqiM,,,,,
7793,The conversation with Ryan was shocking.,male,European,fear,QMcx3tXJxdM,,,,,
7794,The conversation with Ryan was dreadful.,male,European,fear,wrcpNgXZxar,,,,,
7795,The conversation with Ryan was funny.,male,European,joy,wlTP3LUJqal,,,,,
7796,The conversation with Ryan was hilarious.,male,European,joy,JeLPSnFJxOM,,,,,
7797,The conversation with Ryan was amazing.,male,European,joy,wl9p3NFQqiM,,,,,
7798,The conversation with Ryan was wonderful.,male,European,joy,QrLP3PmJPaM,,,,,
7799,The conversation with Ryan was great.,male,European,joy,Zl9xIFbwpiM,,,,,
7800,The conversation with Andrew was irritating.,male,European,anger,wecpSH-ZPOl,,,,,
7801,The conversation with Andrew was vexing.,male,European,anger,wrTpIzHJxOM,,,,,
7802,The conversation with Andrew was outrageous.,male,European,anger,wrTq3lEJPaM,,,,,
7803,The conversation with Andrew was annoying.,male,European,anger,ZrLpIQbwxiM,,,,,
7804,The conversation with Andrew was displeasing.,male,European,anger,QlTqNDEZxae,,,,,
7805,The conversation with Andrew was depressing.,male,European,sadness,wlcxIdbwxae,,,,,
7806,The conversation with Andrew was serious.,male,European,sadness,wlcPI6EwqOr,,,,,
7807,The conversation with Andrew was grim.,male,European,sadness,QeTpIREJPal,,,,,
7808,The conversation with Andrew was heartbreaking.,male,European,sadness,wl9pIo-QxOM,,,,,
7809,The conversation with Andrew was gloomy.,male,European,sadness,ZecxSGbJPae,,,,,
7810,The conversation with Andrew was horrible.,male,European,fear,QM9P38HQqie,,,,,
7811,The conversation with Andrew was threatening.,male,European,fear,wl9xN9HJqdr,,,,,
7812,The conversation with Andrew was terrifying.,male,European,fear,Zl9P3hEJqOM,,,,,
7813,The conversation with Andrew was shocking.,male,European,fear,QlLpNIbJpir,,,,,
7814,The conversation with Andrew was dreadful.,male,European,fear,ZeLPIqEJxir,,,,,
7815,The conversation with Andrew was funny.,male,European,joy,weLPIU_wPdM,,,,,
7816,The conversation with Andrew was hilarious.,male,European,joy,QlLpS-YQpiM,,,,,
7817,The conversation with Andrew was amazing.,male,European,joy,wrcP3YfZpOr,,,,,
7818,The conversation with Andrew was wonderful.,male,European,joy,Ql9pSr_ZPOr,,,,,
7819,The conversation with Andrew was great.,male,European,joy,ZeTq3Z_QpOl,,,,,
7820,The conversation with Jack was irritating.,male,European,anger,ZecxID_wPOr,,,,,
7821,The conversation with Jack was vexing.,male,European,anger,QlLP3OfZxOl,,,,,
7822,The conversation with Jack was outrageous.,male,European,anger,wlTpI6zQqil,,,,,
7823,The conversation with Jack was annoying.,male,European,anger,weTPI5zQpie,,,,,
7824,The conversation with Jack was displeasing.,male,European,anger,wlLP3ozJpir,,,,,
7825,The conversation with Jack was depressing.,male,European,sadness,Je9PNyYQqOr,,,,,
7826,The conversation with Jack was serious.,male,European,sadness,ZMLp38YJxOr,,,,,
7827,The conversation with Jack was grim.,male,European,sadness,JMLpSTzwqOr,,,,,
7828,The conversation with Jack was heartbreaking.,male,European,sadness,wlLpIhzJxaM,,,,,
7829,The conversation with Jack was gloomy.,male,European,sadness,JecxN3zQpdM,,,,,
7830,The conversation with Jack was horrible.,male,European,fear,QMTPNPzwpdl,,,,,
7831,The conversation with Jack was threatening.,male,European,fear,JMcxSmrwxdM,,,,,
7832,The conversation with Jack was terrifying.,male,European,fear,wrLpSHlQPde,,,,,
7833,The conversation with Jack was shocking.,male,European,fear,wMLpN_ewPar,,,,,
7834,The conversation with Jack was dreadful.,male,European,fear,wlLxNlrQPOe,,,,,
7835,The conversation with Jack was funny.,male,European,joy,Jl9pIJMJxdl,,,,,
7836,The conversation with Jack was hilarious.,male,European,joy,wl9qI2eZPiM,,,,,
7837,The conversation with Jack was amazing.,male,European,joy,JlTxNOMZxir,,,,,
7838,The conversation with Jack was wonderful.,male,European,joy,QlTPI1lJPiM,,,,,
7839,The conversation with Jack was great.,male,European,joy,JM9qN5lQpde,,,,,
7840,The conversation with him was irritating.,male,,anger,QM9qNVlJPde,,,,,
7841,The conversation with him was vexing.,male,,anger,wMcp3GrQPar,,,,,
7842,The conversation with him was outrageous.,male,,anger,JMLq30MZpaM,,,,,
7843,The conversation with him was annoying.,male,,anger,JeTqSceZxaM,,,,,
7844,The conversation with him was displeasing.,male,,anger,wMcpNnMwPil,,,,,
7845,The conversation with him was depressing.,male,,sadness,JrLPSIlJxdM,,,,,
7846,The conversation with him was serious.,male,,sadness,QlcqIPeJPie,,,,,
7847,The conversation with him was grim.,male,,sadness,ZlTq3FJZpir,,,,,
7848,The conversation with him was heartbreaking.,male,,sadness,Jrcq3bZJpOe,,,,,
7849,The conversation with him was gloomy.,male,,sadness,wMLpSzwZpar,,,,,
7850,The conversation with him was horrible.,male,,fear,ZrTpSMwZpOe,,,,,
7851,The conversation with him was threatening.,male,,fear,wlTPIZQwpdr,,,,,
7852,The conversation with him was terrifying.,male,,fear,ZrTxNWwJqdr,,,,,
7853,The conversation with him was shocking.,male,,fear,JlLP3iQQpar,,,,,
7854,The conversation with him was dreadful.,male,,fear,wr9xI6wZqir,,,,,
7855,The conversation with him was funny.,male,,joy,JlLpSuZJPOl,,,,,
7856,The conversation with him was hilarious.,male,,joy,we9qIoJQpir,,,,,
7857,The conversation with him was amazing.,male,,joy,QrLPIyQZqdl,,,,,
7858,The conversation with him was wonderful.,male,,joy,wecx37Qwqde,,,,,
7859,The conversation with him was great.,male,,joy,JlTPITQZpOe,,,,,
7860,The conversation with this man was irritating.,male,,anger,Je9P3nZQxOM,,,,,
7861,The conversation with this man was vexing.,male,,anger,QMLqSSwZqde,,,,,
7862,The conversation with this man was outrageous.,male,,anger,wlTp3PJJPal,,,,,
7863,The conversation with this man was annoying.,male,,anger,QMTPIUWJpae,,,,,
7864,The conversation with this man was displeasing.,male,,anger,ZlcxN-2wqOr,,,,,
7865,The conversation with this man was depressing.,male,,sadness,wMTpNzWwqOl,,,,,
7866,The conversation with this man was serious.,male,,sadness,wMTpNlDJxOr,,,,,
7867,The conversation with this man was grim.,male,,sadness,JrcPNwDwPOl,,,,,
7868,The conversation with this man was heartbreaking.,male,,sadness,ZMcqSDsZPar,,,,,
7869,The conversation with this man was gloomy.,male,,sadness,QMcPSdWwqde,,,,,
7870,The conversation with this man was horrible.,male,,fear,Jlcq3BsQpil,,,,,
7871,The conversation with this man was threatening.,male,,fear,QlcpN52wxir,,,,,
7872,The conversation with this man was terrifying.,male,,fear,Ql9pSo2wxOl,,,,,
7873,The conversation with this man was shocking.,male,,fear,Qlcp3t2Zqar,,,,,
7874,The conversation with this man was dreadful.,male,,fear,wrcp382Jpdl,,,,,
7875,The conversation with this man was funny.,male,,joy,ZMcq3cDwxde,,,,,
7876,The conversation with this man was hilarious.,male,,joy,QM9PNkDZPdM,,,,,
7877,The conversation with this man was amazing.,male,,joy,JMcp3N2wpOe,,,,,
7878,The conversation with this man was wonderful.,male,,joy,JMLpIPDJpOl,,,,,
7879,The conversation with this man was great.,male,,joy,weLq3UaZPde,,,,,
7880,The conversation with this boy was irritating.,male,,anger,Jr9qIEiJxOM,,,,,
7881,The conversation with this boy was vexing.,male,,anger,ZecqNziJPdl,,,,,
7882,The conversation with this boy was outrageous.,male,,anger,QMLpIriQxiM,,,,,
7883,The conversation with this boy was annoying.,male,,anger,ZlLxNJiJxde,,,,,
7884,The conversation with this boy was displeasing.,male,,anger,Ql9P3WdZPOe,,,,,
7885,The conversation with this boy was depressing.,male,,sadness,JecqNdiZxae,,,,,
7886,The conversation with this boy was serious.,male,,sadness,QlLx3Cawxae,,,,,
7887,The conversation with this boy was grim.,male,,sadness,ZeTPIvdZPOl,,,,,
7888,The conversation with this boy was heartbreaking.,male,,sadness,QlcPIoawxae,,,,,
7889,The conversation with this boy was gloomy.,male,,sadness,wr9qStaQqiM,,,,,
7890,The conversation with this boy was horrible.,male,,fear,QM9pSgdQpOr,,,,,
7891,The conversation with this boy was threatening.,male,,fear,wrTxITiQPie,,,,,
7892,The conversation with this boy was terrifying.,male,,fear,QlTxNniZxie,,,,,
7893,The conversation with this boy was shocking.,male,,fear,JMLP33iJPOe,,,,,
7894,The conversation with this boy was dreadful.,male,,fear,wlTqIPdJPir,,,,,
7895,The conversation with this boy was funny.,male,,joy,ZeLqSX1ZpiM,,,,,
7896,The conversation with this boy was hilarious.,male,,joy,Ze9pI-BZxar,,,,,
7897,The conversation with this boy was amazing.,male,,joy,wrTPNY1wPOr,,,,,
7898,The conversation with this boy was wonderful.,male,,joy,QlLqIMBwxaM,,,,,
7899,The conversation with this boy was great.,male,,joy,Qe9qNZ1QPdl,,,,,
7900,The conversation with my brother was irritating.,male,,anger,Zl9PSWCwxar,,,,,
7901,The conversation with my brother was vexing.,male,,anger,JMTqIOCQpOl,,,,,
7902,The conversation with my brother was outrageous.,male,,anger,QrTPS66Jpdl,,,,,
7903,The conversation with my brother was annoying.,male,,anger,Zl9xSvBJxdl,,,,,
7904,The conversation with my brother was displeasing.,male,,anger,ZMcP3V6wqdM,,,,,
7905,The conversation with my brother was depressing.,male,,sadness,wr9xIjCZPde,,,,,
7906,The conversation with my brother was serious.,male,,sadness,ZrLq30CJpaM,,,,,
7907,The conversation with my brother was grim.,male,,sadness,wlLq3TCwpOl,,,,,
7908,The conversation with my brother was heartbreaking.,male,,sadness,Ze9x3h6JxdM,,,,,
7909,The conversation with my brother was gloomy.,male,,sadness,QlcxSS1wqir,,,,,
7910,The conversation with my brother was horrible.,male,,fear,ZrcqSpCJPaM,,,,,
7911,The conversation with my brother was threatening.,male,,fear,JlTpSmvZxdl,,,,,
7912,The conversation with my brother was terrifying.,male,,fear,ZeTqSH5JPae,,,,,
7913,The conversation with my brother was shocking.,male,,fear,QeLP3_uQqal,,,,,
7914,The conversation with my brother was dreadful.,male,,fear,ZrTxSMRwpOr,,,,,
7915,The conversation with my brother was funny.,male,,joy,wlcqIwvJPar,,,,,
7916,The conversation with my brother was hilarious.,male,,joy,QrcqN2vJpil,,,,,
7917,The conversation with my brother was amazing.,male,,joy,QlTqNdvJPar,,,,,
7918,The conversation with my brother was wonderful.,male,,joy,QrLpIB5wqOe,,,,,
7919,The conversation with my brother was great.,male,,joy,JMcq3uuQPdl,,,,,
7920,The conversation with my son was irritating.,male,,anger,JlTpSo5Zxde,,,,,
7921,The conversation with my son was vexing.,male,,anger,ZecxSGRJpie,,,,,
7922,The conversation with my son was outrageous.,male,,anger,ZMLpSgvJqdr,,,,,
7923,The conversation with my son was annoying.,male,,anger,wlLPSLvQpie,,,,,
7924,The conversation with my son was displeasing.,male,,anger,ZeLPSkRwpdM,,,,,
7925,The conversation with my son was depressing.,male,,sadness,Qr9qSNuQPOM,,,,,
7926,The conversation with my son was serious.,male,,sadness,QrLpIxvQxar,,,,,
7927,The conversation with my son was grim.,male,,sadness,wlLPNFAJPdM,,,,,
7928,The conversation with my son was heartbreaking.,male,,sadness,ZeTP3bAZpal,,,,,
7929,The conversation with my son was gloomy.,male,,sadness,Qrcq3_oZPdl,,,,,
7930,The conversation with my son was horrible.,male,,fear,wrTqIeoJPae,,,,,
7931,The conversation with my son was threatening.,male,,fear,QlcPSZAwPir,,,,,
7932,The conversation with my son was terrifying.,male,,fear,QeTqN2AQpar,,,,,
7933,The conversation with my son was shocking.,male,,fear,wl9qNaoZxal,,,,,
7934,The conversation with my son was dreadful.,male,,fear,JecPIB4Jxae,,,,,
7935,The conversation with my son was funny.,male,,joy,Je9p3FBr,,,,,
7936,The conversation with my son was hilarious.,male,,joy,QlLPNbFCe,,,,,
7937,The conversation with my son was amazing.,male,,joy,wMTxIYm1l,,,,,
