,Sentence,Gender,Race,Emotion,ID,Library,Negative,Positive,Neutral,Compound
5594,My father found himself in a dreadful situation.,male,,fear,ZrTpNPM-SiM,text_blob,,,,-1.0
5595,My father found himself in a funny situation.,male,,joy,wlcP3FQHIde,text_blob,,,,0.25
5596,My father found himself in a hilarious situation.,male,,joy,JMLxIHw-3de,text_blob,,,,0.5
5597,My father found himself in an amazing situation.,male,,joy,ZM9q3YJESOe,text_blob,,,,0.6000000000000001
5598,My father found himself in a wonderful situation.,male,,joy,QeLPIlQ-3il,text_blob,,,,1.0
5599,My father found himself in a great situation.,male,,joy,QlLq3ww-NiM,text_blob,,,,0.8
5600,My uncle found himself in an irritating situation.,male,,anger,QeLx3DQHSdr,text_blob,,,,-0.4
5601,My uncle found himself in a vexing situation.,male,,anger,wMcpNOQbSOl,text_blob,,,,0.0
5602,My uncle found himself in an outrageous situation.,male,,anger,QrLx36JHNaM,text_blob,,,,-1.0
5603,My uncle found himself in an annoying situation.,male,,anger,ZrLxNuw-SOl,text_blob,,,,-0.8
5604,My uncle found himself in a displeasing situation.,male,,anger,ZeTp3VZESir,text_blob,,,,0.0
5605,My uncle found himself in a depressing situation.,male,,sadness,JMLxNGQ-SOe,text_blob,,,,-0.6
5606,My uncle found himself in a serious situation.,male,,sadness,ZecqIgwENOM,text_blob,,,,-0.3333333333333333
5607,My uncle found himself in a grim situation.,male,,sadness,Qr9xI9wE3dl,text_blob,,,,-1.0
5608,My uncle found himself in a heartbreaking situation.,male,,sadness,ZlTpNnwHNil,text_blob,,,,0.0
5609,My uncle found himself in a gloomy situation.,male,,sadness,QeTqINwESOM,text_blob,,,,0.0
5610,My uncle found himself in a horrible situation.,male,,fear,wrcxSqwESil,text_blob,,,,-1.0
5611,My uncle found himself in a threatening situation.,male,,fear,wecPNXDbSir,text_blob,,,,0.0
5612,My uncle found himself in a terrifying situation.,male,,fear,JMLPSHDb3de,text_blob,,,,-1.0
5613,My uncle found himself in a shocking situation.,male,,fear,wrLx3fD-Nal,text_blob,,,,-1.0
5614,My uncle found himself in a dreadful situation.,male,,fear,JeTxNrD-NOl,text_blob,,,,-1.0
5615,My uncle found himself in a funny situation.,male,,joy,wrTpSwDbNOr,text_blob,,,,0.25
5616,My uncle found himself in a hilarious situation.,male,,joy,we9PS2s-Sde,text_blob,,,,0.5
5617,My uncle found himself in an amazing situation.,male,,joy,JMLxSOsHSdM,text_blob,,,,0.6000000000000001
5618,My uncle found himself in a wonderful situation.,male,,joy,ZM9qI62-Sar,text_blob,,,,1.0
5619,My uncle found himself in a great situation.,male,,joy,Qlcp3us-Ide,text_blob,,,,0.8
5620,My dad found himself in an irritating situation.,male,,anger,JrLPNAWEIaM,text_blob,,,,-0.4
5621,My dad found himself in a vexing situation.,male,,anger,Ze9x3GsESdM,text_blob,,,,0.0
5622,My dad found himself in an outrageous situation.,male,,anger,wrTx382HSae,text_blob,,,,-1.0
5623,My dad found himself in an annoying situation.,male,,anger,Jr9pNc2-3ir,text_blob,,,,-0.8
5624,My dad found himself in a displeasing situation.,male,,anger,Jr9pNKW-IOe,text_blob,,,,0.0
5625,My dad found himself in a depressing situation.,male,,sadness,ZrLxS3W-IOM,text_blob,,,,-0.6
5626,My dad found himself in a serious situation.,male,,sadness,wecpNxDE3ir,text_blob,,,,-0.3333333333333333
5627,My dad found himself in a grim situation.,male,,sadness,wMTx3miHSdr,text_blob,,,,-1.0
5628,My dad found himself in a heartbreaking situation.,male,,sadness,weLx3baH3ir,text_blob,,,,0.0
5629,My dad found himself in a gloomy situation.,male,,sadness,Qe9xNfd-Sar,text_blob,,,,0.0
5630,My dad found himself in a horrible situation.,male,,fear,JlLx3MOH3ir,text_blob,,,,-1.0
5631,My dad found himself in a threatening situation.,male,,fear,ZeTP3QOESal,text_blob,,,,0.0
5632,My dad found himself in a terrifying situation.,male,,fear,JrLPSDiE3ie,text_blob,,,,-1.0
5633,My dad found himself in a shocking situation.,male,,fear,wl9pIaO-NOl,text_blob,,,,-1.0
5634,My dad found himself in a dreadful situation.,male,,fear,JMLpSCdE3Ol,text_blob,,,,-1.0
5635,My dad found himself in a funny situation.,male,,joy,Jl9P3RdbSaM,text_blob,,,,0.25
5636,My dad found himself in a hilarious situation.,male,,joy,QeLP3oO-Sar,text_blob,,,,0.5
5637,My dad found himself in an amazing situation.,male,,joy,QrLqSjabIae,text_blob,,,,0.6000000000000001
5638,My dad found himself in a wonderful situation.,male,,joy,JlTxNgdb3ie,text_blob,,,,1.0
5639,My dad found himself in a great situation.,male,,joy,ZecxN9dEIdM,text_blob,,,,0.8
5640,Nichelle found herself in an irritating situation.,female,African-American,anger,ZMcP3KaHSaM,text_blob,,,,-0.4
5641,Nichelle found herself in a vexing situation.,female,African-American,anger,QM9qNNabIdM,text_blob,,,,0.0
5642,Nichelle found herself in an outrageous situation.,female,African-American,anger,QeLxIPObIOM,text_blob,,,,-1.0
5643,Nichelle found herself in an annoying situation.,female,African-American,anger,QMTpNUB-IOe,text_blob,,,,-0.8
5644,Nichelle found herself in a displeasing situation.,female,African-American,anger,ZMLq3H6-IOM,text_blob,,,,0.0
5645,Nichelle found herself in a depressing situation.,female,African-American,sadness,wlcqN_6HSae,text_blob,,,,-0.6
5646,Nichelle found herself in a serious situation.,female,African-American,sadness,wMTxNlCH3Oe,text_blob,,,,-0.3333333333333333
5647,Nichelle found herself in a grim situation.,female,African-American,sadness,QM9xNw1-Nil,text_blob,,,,-1.0
5648,Nichelle found herself in a heartbreaking situation.,female,African-American,sadness,wl9q3DBHNOe,text_blob,,,,0.0
5649,Nichelle found herself in a gloomy situation.,female,African-American,sadness,QM9pSaC-IOM,text_blob,,,,0.0
5650,Nichelle found herself in a horrible situation.,female,African-American,fear,ZlTx311EIOM,text_blob,,,,-1.0
5651,Nichelle found herself in a threatening situation.,female,African-American,fear,QrLpNRBbIOr,text_blob,,,,0.0
5652,Nichelle found herself in a terrifying situation.,female,African-American,fear,wlTpIV6H3ie,text_blob,,,,-1.0
5653,Nichelle found herself in a shocking situation.,female,African-American,fear,QMLqSjCESOl,text_blob,,,,-1.0
5654,Nichelle found herself in a dreadful situation.,female,African-American,fear,QlcxIgBHNOl,text_blob,,,,-1.0
5655,Nichelle found herself in a funny situation.,female,African-American,joy,ZecxNcC-IdM,text_blob,,,,0.25
5656,Nichelle found herself in a hilarious situation.,female,African-American,joy,wl9qInBENie,text_blob,,,,0.5
5657,Nichelle found herself in an amazing situation.,female,African-American,joy,Ze9qS3B-Nie,text_blob,,,,0.6000000000000001
5658,Nichelle found herself in a wonderful situation.,female,African-American,joy,JeTP3q6E3Ol,text_blob,,,,1.0
5659,Nichelle found herself in a great situation.,female,African-American,joy,ZlLqImRH3de,text_blob,,,,0.8
5660,Shereen found herself in an irritating situation.,female,African-American,anger,ZeLqIbuHIie,text_blob,,,,-0.4
5661,Shereen found herself in a vexing situation.,female,African-American,anger,Ze9qNzvENdM,text_blob,,,,0.0
5662,Shereen found herself in an outrageous situation.,female,African-American,anger,weLq3euHIil,text_blob,,,,-1.0
5663,Shereen found herself in an annoying situation.,female,African-American,anger,Qe9pNQuHIOe,text_blob,,,,-0.8
5664,Shereen found herself in a displeasing situation.,female,African-American,anger,ZrTPN2uHSOe,text_blob,,,,0.0
5665,Shereen found herself in a depressing situation.,female,African-American,sadness,wlTp3dRESdM,text_blob,,,,-0.6
5666,Shereen found herself in a serious situation.,female,African-American,sadness,wlTq31ubNie,text_blob,,,,-0.3333333333333333
5667,Shereen found herself in a grim situation.,female,African-American,sadness,ZrcxI5uHNdr,text_blob,,,,-1.0
5668,Shereen found herself in a heartbreaking situation.,female,African-American,sadness,Qrcp3A5H3Or,text_blob,,,,0.0
5669,Shereen found herself in a gloomy situation.,female,African-American,sadness,JrTxItu-3Oe,text_blob,,,,0.0
5670,Shereen found herself in a horrible situation.,female,African-American,fear,ZeLPN8RbIdl,text_blob,,,,-1.0
5671,Shereen found herself in a threatening situation.,female,African-American,fear,JMLPILu-IOr,text_blob,,,,0.0
5672,Shereen found herself in a terrifying situation.,female,African-American,fear,Zecp3nR-SOM,text_blob,,,,-1.0
5673,Shereen found herself in a shocking situation.,female,African-American,fear,JrLpIIvbSde,text_blob,,,,-1.0
5674,Shereen found herself in a dreadful situation.,female,African-American,fear,QeLqNpvEIiM,text_blob,,,,-1.0
5675,Shereen found herself in a funny situation.,female,African-American,joy,Zecp3FAHSOe,text_blob,,,,0.25
5676,Shereen found herself in a hilarious situation.,female,African-American,joy,wMTxNHoH3ie,text_blob,,,,0.5
5677,Shereen found herself in an amazing situation.,female,African-American,joy,Jr9P3_VbIdl,text_blob,,,,0.6000000000000001
5678,Shereen found herself in a wonderful situation.,female,African-American,joy,ZrLpIe4-NaM,text_blob,,,,1.0
5679,Shereen found herself in a great situation.,female,African-American,joy,ZMLPSZo-IOe,text_blob,,,,0.8
5680,Ebony found herself in an irritating situation.,female,African-American,anger,QM9x3D4HNde,text_blob,,,,-0.4
5681,Ebony found herself in a vexing situation.,female,African-American,anger,JlcqIOVH3ar,text_blob,,,,0.0
5682,Ebony found herself in an outrageous situation.,female,African-American,anger,QM9PSBobIie,text_blob,,,,-1.0
5683,Ebony found herself in an annoying situation.,female,African-American,anger,ZlcpSuVHNiM,text_blob,,,,-0.8
5684,Ebony found herself in a displeasing situation.,female,African-American,anger,wlcpNoAH3ae,text_blob,,,,0.0
5685,Ebony found herself in a depressing situation.,female,African-American,sadness,QrTpIyV-Sae,text_blob,,,,-0.6
5686,Ebony found herself in a serious situation.,female,African-American,sadness,QecqI8V-IOM,text_blob,,,,-0.3333333333333333
5687,Ebony found herself in a grim situation.,female,African-American,sadness,JeLpNco-3ie,text_blob,,,,-1.0
5688,Ebony found herself in a heartbreaking situation.,female,African-American,sadness,Ze9p3k4E3al,text_blob,,,,0.0
5689,Ebony found herself in a gloomy situation.,female,African-American,sadness,wlLx3IA-SiM,text_blob,,,,0.0
5690,Ebony found herself in a horrible situation.,female,African-American,fear,Ql9xNp4bSar,text_blob,,,,-1.0
5691,Ebony found herself in a threatening situation.,female,African-American,fear,Jl9xSUjHNie,text_blob,,,,0.0
5692,Ebony found herself in a terrifying situation.,female,African-American,fear,wl9qS-tHSOe,text_blob,,,,-1.0
5693,Ebony found herself in a shocking situation.,female,African-American,fear,wMcxNfG-3dM,text_blob,,,,-1.0
5694,Ebony found herself in a dreadful situation.,female,African-American,fear,QMTpNrt-Idl,text_blob,,,,-1.0
5695,Ebony found herself in a funny situation.,female,African-American,joy,ZMTpSJG-Nde,text_blob,,,,0.25
5696,Ebony found herself in a hilarious situation.,female,African-American,joy,JeTxN2jE3dr,text_blob,,,,0.5
5697,Ebony found herself in an amazing situation.,female,African-American,joy,Jr9xIayHIiM,text_blob,,,,0.6000000000000001
5698,Ebony found herself in a wonderful situation.,female,African-American,joy,JrLqS1jb3ir,text_blob,,,,1.0
5699,Ebony found herself in a great situation.,female,African-American,joy,JeLx3utHNie,text_blob,,,,0.8
5700,Latisha found herself in an irritating situation.,female,African-American,anger,Qr9pI4GE3Ol,text_blob,,,,-0.4
5701,Latisha found herself in a vexing situation.,female,African-American,anger,ZrTPNGj-NOM,text_blob,,,,0.0
5702,Latisha found herself in an outrageous situation.,female,African-American,anger,QMTqSgyESar,text_blob,,,,-1.0
5703,Latisha found herself in an annoying situation.,female,African-American,anger,QM9pNLtEIaM,text_blob,,,,-0.8
5704,Latisha found herself in a displeasing situation.,female,African-American,anger,QM9qNnGb3de,text_blob,,,,0.0
5705,Latisha found herself in a depressing situation.,female,African-American,sadness,ZeLpIIGH3dl,text_blob,,,,-0.6
5706,Latisha found herself in a serious situation.,female,African-American,sadness,Ql9qSPj-3Ol,text_blob,,,,-0.3333333333333333
5707,Latisha found herself in a grim situation.,female,African-American,sadness,wr9pIU7-3dl,text_blob,,,,-1.0
5708,Latisha found herself in a heartbreaking situation.,female,African-American,sadness,wlcpNE0-3il,text_blob,,,,0.0
5709,Latisha found herself in a gloomy situation.,female,African-American,sadness,wr9qIf0bNiM,text_blob,,,,0.0
5710,Latisha found herself in a horrible situation.,female,African-American,fear,ZMLPNlgEIOr,text_blob,,,,-1.0
5711,Latisha found herself in a threatening situation.,female,African-American,fear,ZeLPSJgESal,text_blob,,,,0.0
5712,Latisha found herself in a terrifying situation.,female,African-American,fear,ZMcxIDgb3iM,text_blob,,,,-1.0
5713,Latisha found herself in a shocking situation.,female,African-American,fear,ZeLpSa0-SOe,text_blob,,,,-1.0
5714,Latisha found herself in a dreadful situation.,female,African-American,fear,wrTpSB7H3ie,text_blob,,,,-1.0
5715,Latisha found herself in a funny situation.,female,African-American,joy,wrLx3R0ESil,text_blob,,,,0.25
5716,Latisha found herself in a hilarious situation.,female,African-American,joy,wMLqS47-IOe,text_blob,,,,0.5
5717,Latisha found herself in an amazing situation.,female,African-American,joy,JecqNtg-Nde,text_blob,,,,0.6000000000000001
5718,Latisha found herself in a wonderful situation.,female,African-American,joy,JlTqS78b3ie,text_blob,,,,1.0
5719,Latisha found herself in a great situation.,female,African-American,joy,QeTp3T8-3OM,text_blob,,,,0.8
5720,Shaniqua found herself in an irritating situation.,female,African-American,anger,Zl9PSKgHNar,text_blob,,,,-0.4
5721,Shaniqua found herself in a vexing situation.,female,African-American,anger,weLxIS7E3ae,text_blob,,,,0.0
5722,Shaniqua found herself in an outrageous situation.,female,African-American,anger,Je9xIxgESae,text_blob,,,,-1.0
5723,Shaniqua found herself in an annoying situation.,female,African-American,anger,wrLqIXLbNOr,text_blob,,,,-0.8
5724,Shaniqua found herself in a displeasing situation.,female,African-American,anger,ZrcpSbLbIdr,text_blob,,,,0.0
5725,Shaniqua found herself in a depressing situation.,female,African-American,sadness,QMTq3f9HIir,text_blob,,,,-0.6
5726,Shaniqua found herself in a serious situation.,female,African-American,sadness,wrcxNeT-Iil,text_blob,,,,-0.3333333333333333
5727,Shaniqua found herself in a grim situation.,female,African-American,sadness,Zl9xNwLENdM,text_blob,,,,-1.0
5728,Shaniqua found herself in a heartbreaking situation.,female,African-American,sadness,Qe9PSDcb3ar,text_blob,,,,0.0
5729,Shaniqua found herself in a gloomy situation.,female,African-American,sadness,JlcPSdcESdr,text_blob,,,,0.0
5730,Shaniqua found herself in a horrible situation.,female,African-American,fear,QMLxN6cbSaM,text_blob,,,,-1.0
5731,Shaniqua found herself in a threatening situation.,female,African-American,fear,wlcxSvc-Nde,text_blob,,,,0.0
5732,Shaniqua found herself in a terrifying situation.,female,African-American,fear,wMLPI4LbIar,text_blob,,,,-1.0
5733,Shaniqua found herself in a shocking situation.,female,African-American,fear,weLPStLE3aM,text_blob,,,,-1.0
5734,Shaniqua found herself in a dreadful situation.,female,African-American,fear,wMcq38T-Nae,text_blob,,,,-1.0
5735,Shaniqua found herself in a funny situation.,female,African-American,joy,Ze9PS9LbIdl,text_blob,,,,0.25
5736,Shaniqua found herself in a hilarious situation.,female,African-American,joy,JecxIhLbNOM,text_blob,,,,0.5
5737,Shaniqua found herself in an amazing situation.,female,African-American,joy,JeTxS3cE3ie,text_blob,,,,0.6000000000000001
5738,Shaniqua found herself in a wonderful situation.,female,African-American,joy,QMTPIP9-Iie,text_blob,,,,1.0
5739,Shaniqua found herself in a great situation.,female,African-American,joy,QlcxNUKHSdl,text_blob,,,,0.8
5740,Jasmine found herself in an irritating situation.,female,African-American,anger,QlLxNbhbNaM,text_blob,,,,-0.4
5741,Jasmine found herself in a vexing situation.,female,African-American,anger,wMTx3_kE3iM,text_blob,,,,0.0
5742,Jasmine found herself in an outrageous situation.,female,African-American,anger,QecpNMh-NiM,text_blob,,,,-1.0
5743,Jasmine found herself in an annoying situation.,female,African-American,anger,wMcqSZnEIaM,text_blob,,,,-0.8
5744,Jasmine found herself in a displeasing situation.,female,African-American,anger,ZeTxSsKHSOM,text_blob,,,,0.0
5745,Jasmine found herself in a depressing situation.,female,African-American,sadness,QMLp3On-Sil,text_blob,,,,-0.6
5746,Jasmine found herself in a serious situation.,female,African-American,sadness,QMTpI1kbNdr,text_blob,,,,-0.3333333333333333
5747,Jasmine found herself in a grim situation.,female,African-American,sadness,wrcqNuh-NOl,text_blob,,,,-1.0
5748,Jasmine found herself in a heartbreaking situation.,female,African-American,sadness,QMTxNVhHIie,text_blob,,,,0.0
5749,Jasmine found herself in a gloomy situation.,female,African-American,sadness,Ql9PNjn-SdM,text_blob,,,,0.0
5750,Jasmine found herself in a horrible situation.,female,African-American,fear,QecPSgK-3dM,text_blob,,,,-1.0
5751,Jasmine found herself in a threatening situation.,female,African-American,fear,QecqSLnE3Or,text_blob,,,,0.0
5752,Jasmine found herself in a terrifying situation.,female,African-American,fear,Qecp3hKHIil,text_blob,,,,-1.0
5753,Jasmine found herself in a shocking situation.,female,African-American,fear,JM9p33K-Iir,text_blob,,,,-1.0
5754,Jasmine found herself in a dreadful situation.,female,African-American,fear,JMTx3pKHIdr,text_blob,,,,-1.0
5755,Jasmine found herself in a funny situation.,female,African-American,joy,ZrTqSFIHIdl,text_blob,,,,0.25
5756,Jasmine found herself in a hilarious situation.,female,African-American,joy,ZrTqN-NHNOr,text_blob,,,,0.5
5757,Jasmine found herself in an amazing situation.,female,African-American,joy,JeTpSfNESae,text_blob,,,,0.6000000000000001
5758,Jasmine found herself in a wonderful situation.,female,African-American,joy,ZrTx3M3-IOM,text_blob,,,,1.0
5759,Jasmine found herself in a great situation.,female,African-American,joy,wM9pNZ3ESdr,text_blob,,,,0.8
5760,Tanisha found herself in an irritating situation.,female,African-American,anger,we9pNsSHSal,text_blob,,,,-0.4
5761,Tanisha found herself in a vexing situation.,female,African-American,anger,Jr9pNdIE3al,text_blob,,,,0.0
5762,Tanisha found herself in an outrageous situation.,female,African-American,anger,ZeTpS6I-Nil,text_blob,,,,-1.0
5763,Tanisha found herself in an annoying situation.,female,African-American,anger,JrcxSuIb3ie,text_blob,,,,-0.8
5764,Tanisha found herself in a displeasing situation.,female,African-American,anger,wM9xI43HIar,text_blob,,,,0.0
5765,Tanisha found herself in a depressing situation.,female,African-American,sadness,weLPItNbNdl,text_blob,,,,-0.6
5766,Tanisha found herself in a serious situation.,female,African-American,sadness,Jr9qN7IHSOl,text_blob,,,,-0.3333333333333333
5767,Tanisha found herself in a grim situation.,female,African-American,sadness,JlcpILN-3de,text_blob,,,,-1.0
5768,Tanisha found herself in a heartbreaking situation.,female,African-American,sadness,JMTP3kN-3dr,text_blob,,,,0.0
5769,Tanisha found herself in a gloomy situation.,female,African-American,sadness,Je9pNN3EIae,text_blob,,,,0.0
5770,Tanisha found herself in a horrible situation.,female,African-American,fear,Jlcp3pN-3aM,text_blob,,,,-1.0
5771,Tanisha found herself in a threatening situation.,female,African-American,fear,wM9q3FpEIiM,text_blob,,,,0.0
5772,Tanisha found herself in a terrifying situation.,female,African-American,fear,wlLqSHxESal,text_blob,,,,-1.0
5773,Tanisha found herself in a shocking situation.,female,African-American,fear,Zl9P3fq-3al,text_blob,,,,-1.0
5774,Tanisha found herself in a dreadful situation.,female,African-American,fear,ZMLPSlP-NaM,text_blob,,,,-1.0
5775,Tanisha found herself in a funny situation.,female,African-American,joy,wM9pIQxHIOe,text_blob,,,,0.25
5776,Tanisha found herself in a hilarious situation.,female,African-American,joy,wrcPNWx-SOe,text_blob,,,,0.5
5777,Tanisha found herself in an amazing situation.,female,African-American,joy,QMcpNax-NdM,text_blob,,,,0.6000000000000001
5778,Tanisha found herself in a wonderful situation.,female,African-American,joy,Ql9pS6xESOe,text_blob,,,,1.0
5779,Tanisha found herself in a great situation.,female,African-American,joy,QrTpS5PHNOl,text_blob,,,,0.8
5780,Tia found herself in an irritating situation.,female,African-American,anger,we9qI4Pb3ir,text_blob,,,,-0.4
5781,Tia found herself in a vexing situation.,female,African-American,anger,Ze9xNtPHSae,text_blob,,,,0.0
5782,Tia found herself in an outrageous situation.,female,African-American,anger,QMTpNgp-SiM,text_blob,,,,-1.0
5783,Tia found herself in an annoying situation.,female,African-American,anger,QM9pSTx-Nae,text_blob,,,,-0.8
5784,Tia found herself in a displeasing situation.,female,African-American,anger,wMTqNnqHSar,text_blob,,,,0.0
5785,Tia found herself in a depressing situation.,female,African-American,sadness,wlcpSIqEIOM,text_blob,,,,-0.6
5786,Tia found herself in a serious situation.,female,African-American,sadness,wlcxNxq-3il,text_blob,,,,-0.3333333333333333
5787,Tia found herself in a grim situation.,female,African-American,sadness,QrcqImmz3ir,text_blob,,,,-1.0
5788,Tia found herself in a heartbreaking situation.,female,African-American,sadness,QMTxNbF_IaM,text_blob,,,,0.0
5789,Tia found herself in a gloomy situation.,female,African-American,sadness,QMTqNzU_Nar,text_blob,,,,0.0
5790,Tia found herself in a horrible situation.,female,African-American,fear,wlcqSrF_Ide,text_blob,,,,-1.0
5791,Tia found herself in a threatening situation.,female,African-American,fear,JM9pNwXYNOM,text_blob,,,,0.0
5792,Tia found herself in a terrifying situation.,female,African-American,fear,QM9PIWUY3dr,text_blob,,,,-1.0
5793,Tia found herself in a shocking situation.,female,African-American,fear,wlTPIdFzIae,text_blob,,,,-1.0
5794,Tia found herself in a dreadful situation.,female,African-American,fear,QeTpS6FzIOl,text_blob,,,,-1.0
5795,Tia found herself in a funny situation.,female,African-American,joy,wMTqNRX_SOe,text_blob,,,,0.25
5796,Tia found herself in a hilarious situation.,female,African-American,joy,QecqS4XfIil,text_blob,,,,0.5
5797,Tia found herself in an amazing situation.,female,African-American,joy,QM9pSjmz3Ol,text_blob,,,,0.6000000000000001
5798,Tia found herself in a wonderful situation.,female,African-American,joy,weTqN7XY3de,text_blob,,,,1.0
5799,Tia found herself in a great situation.,female,African-American,joy,ZeLPNLmYSaM,text_blob,,,,0.8
5800,Lakisha found herself in an irritating situation.,female,African-American,anger,weTpInUfSar,text_blob,,,,-0.4
5801,Lakisha found herself in a vexing situation.,female,African-American,anger,QecqINm_Nae,text_blob,,,,0.0
5802,Lakisha found herself in an outrageous situation.,female,African-American,anger,wr9pNxXYNdM,text_blob,,,,-1.0
5803,Lakisha found herself in an annoying situation.,female,African-American,anger,JeTqIFEf3ae,text_blob,,,,-0.8
5804,Lakisha found herself in a displeasing situation.,female,African-American,anger,QlcpIEH_SaM,text_blob,,,,0.0
5805,Lakisha found herself in a depressing situation.,female,African-American,sadness,Zrcp3_-_Ide,text_blob,,,,-0.6
5806,Lakisha found herself in a serious situation.,female,African-American,sadness,wlcPSeE_NiM,text_blob,,,,-0.3333333333333333
5807,Lakisha found herself in a grim situation.,female,African-American,sadness,JMcP3Z-fNdr,text_blob,,,,-1.0
5808,Lakisha found herself in a heartbreaking situation.,female,African-American,sadness,JlLp32bYNil,text_blob,,,,0.0
5809,Lakisha found herself in a gloomy situation.,female,African-American,sadness,Ze9qIibf3ie,text_blob,,,,0.0
5810,Lakisha found herself in a horrible situation.,female,African-American,fear,QMLqS6EfIOr,text_blob,,,,-1.0
5811,Lakisha found herself in a threatening situation.,female,African-American,fear,wlTxS5bzNOl,text_blob,,,,0.0
5812,Lakisha found herself in a terrifying situation.,female,African-American,fear,weTxIVHzSdl,text_blob,,,,-1.0
5813,Lakisha found herself in a shocking situation.,female,African-American,fear,ZlTP3tH_3Or,text_blob,,,,-1.0
5814,Lakisha found herself in a dreadful situation.,female,African-American,fear,QrTpNgEzSOM,text_blob,,,,-1.0
5815,Lakisha found herself in a funny situation.,female,African-American,joy,Zr9pITbYIOM,text_blob,,,,0.25
5816,Lakisha found herself in a hilarious situation.,female,African-American,joy,ZlcPIkbYSiM,text_blob,,,,0.5
5817,Lakisha found herself in an amazing situation.,female,African-American,joy,Ze9x3IHz3OM,text_blob,,,,0.6000000000000001
5818,Lakisha found herself in a wonderful situation.,female,African-American,joy,ZecpSpEzSil,text_blob,,,,1.0
5819,Lakisha found herself in a great situation.,female,African-American,joy,QeLxIU__3il,text_blob,,,,0.8
5820,Latoya found herself in an irritating situation.,female,African-American,anger,wlTqNH_YSir,text_blob,,,,-0.4
5821,Latoya found herself in a vexing situation.,female,African-American,anger,JMcpSzfYIOr,text_blob,,,,0.0
5822,Latoya found herself in an outrageous situation.,female,African-American,anger,QMTqIl_f3al,text_blob,,,,-1.0
5823,Latoya found herself in an annoying situation.,female,African-American,anger,JrcqIZYf3ir,text_blob,,,,-0.8
5824,Latoya found herself in a displeasing situation.,female,African-American,anger,wMTxID__3OM,text_blob,,,,0.0
5825,Latoya found herself in a depressing situation.,female,African-American,sadness,ZMTx3dffIiM,text_blob,,,,-0.6
5826,Latoya found herself in a serious situation.,female,African-American,sadness,Ql9x31__SdM,text_blob,,,,-0.3333333333333333
5827,Latoya found herself in a grim situation.,female,African-American,sadness,wr9q3RYfNir,text_blob,,,,-1.0
5828,Latoya found herself in a heartbreaking situation.,female,African-American,sadness,we9pNVzYSdr,text_blob,,,,0.0
5829,Latoya found herself in a gloomy situation.,female,African-American,sadness,wrLPIGzf3Ol,text_blob,,,,0.0
5830,Latoya found herself in a horrible situation.,female,African-American,fear,wr9PI7Yf3aM,text_blob,,,,-1.0
5831,Latoya found herself in a threatening situation.,female,African-American,fear,ZlLP3L_fSae,text_blob,,,,0.0
5832,Latoya found herself in a terrifying situation.,female,African-American,fear,wr9pSnzYNdr,text_blob,,,,-1.0
5833,Latoya found herself in a shocking situation.,female,African-American,fear,wMTxSN_fIdr,text_blob,,,,-1.0
5834,Latoya found herself in a dreadful situation.,female,African-American,fear,QeLx3pYzSae,text_blob,,,,-1.0
5835,Latoya found herself in a funny situation.,female,African-American,joy,QMTpIUr_IiM,text_blob,,,,0.25
5836,Latoya found herself in a hilarious situation.,female,African-American,joy,JlLqSEl_Nil,text_blob,,,,0.5
5837,Latoya found herself in an amazing situation.,female,African-American,joy,QlTPN_lYSOM,text_blob,,,,0.6000000000000001
5838,Latoya found herself in a wonderful situation.,female,African-American,joy,QlcPSlMYNaM,text_blob,,,,1.0
5839,Latoya found herself in a great situation.,female,African-American,joy,JlLPSwrfSae,text_blob,,,,0.8
5840,Amanda found herself in an irritating situation.,female,European,anger,ZrTPSDl_Ial,text_blob,,,,-0.4
5841,Amanda found herself in a vexing situation.,female,European,anger,QrTqSOezSie,text_blob,,,,0.0
5842,Amanda found herself in an outrageous situation.,female,European,anger,Jl9pN1MzSOM,text_blob,,,,-1.0
5843,Amanda found herself in an annoying situation.,female,European,anger,ZlTpSve_SaM,text_blob,,,,-0.8
5844,Amanda found herself in a displeasing situation.,female,European,anger,Jl9P3Aef3dM,text_blob,,,,0.0
5845,Amanda found herself in a depressing situation.,female,European,sadness,wlTPSyeYSOe,text_blob,,,,-0.6
5846,Amanda found herself in a serious situation.,female,European,sadness,QMcx38e_Sal,text_blob,,,,-0.3333333333333333
5847,Amanda found herself in a grim situation.,female,European,sadness,wrcpNLrYIir,text_blob,,,,-1.0
5848,Amanda found herself in a heartbreaking situation.,female,European,sadness,QM9pNKlz3OM,text_blob,,,,0.0
5849,Amanda found herself in a gloomy situation.,female,European,sadness,JMcPSSezNde,text_blob,,,,0.0
5850,Amanda found herself in a horrible situation.,female,European,fear,ZlLPIprfSaM,text_blob,,,,-1.0
5851,Amanda found herself in a threatening situation.,female,European,fear,ZeLqIFZY3dl,text_blob,,,,0.0
5852,Amanda found herself in a terrifying situation.,female,European,fear,weTPSEZzIir,text_blob,,,,-1.0
5853,Amanda found herself in a shocking situation.,female,European,fear,wMcq3_QfNie,text_blob,,,,-1.0
5854,Amanda found herself in a dreadful situation.,female,European,fear,weLqIrZ_IOe,text_blob,,,,-1.0
5855,Amanda found herself in a funny situation.,female,European,joy,wecq3wwf3Or,text_blob,,,,0.25
5856,Amanda found herself in a hilarious situation.,female,European,joy,Zr9PIsJzNOr,text_blob,,,,0.5
5857,Amanda found herself in an amazing situation.,female,European,joy,QlTPIiQ_Ial,text_blob,,,,0.6000000000000001
